datahora,dia,mes,ano,date,time,bt,mt,at,mat,total
2024-12-14T06:15:00+00:00,14,12,2024,2024-12-14,06:15,646611.428626,357403.3138,200731.7477,91628.132,1296374.622126
2024-12-14T12:00:00+00:00,14,12,2024,2024-12-14,12:00,976939.003766,344969.0266,178629.9367,99954.9045,1600492.871566
2024-12-14T22:30:00+00:00,14,12,2024,2024-12-14,22:30,1122962.99085,332900.4695,190533.4098,77672.1703,1724069.0404499997
2024-12-15T18:15:00+00:00,15,12,2024,2024-12-15,18:15,1250120.987657,359014.2886,194813.2219,76895.6392,1880844.1373570003
2024-12-17T14:30:00+00:00,17,12,2024,2024-12-17,14:30,981858.043911,639758.7503,190884.9644,65359.0328,1877860.7914109998
2024-12-18T21:30:00+00:00,18,12,2024,2024-12-18,21:30,1269245.307852,503544.0423,210865.7544,64449.5631,2048104.6676519997
2024-12-19T01:45:00+00:00,19,12,2024,2024-12-19,01:45,685751.735852,405110.1315,206377.8382,84587.5153,1381827.2208520002
2024-12-20T11:45:00+00:00,20,12,2024,2024-12-20,11:45,960151.022065,535598.5983,190667.6816,86365.159,1772782.4609649999
2024-12-22T20:45:00+00:00,22,12,2024,2024-12-22,20:45,1281021.458336,320793.0698,173789.9628,84351.71,1859956.200936
2024-12-24T02:15:00+00:00,24,12,2024,2024-12-24,02:15,722381.24723,278215.3495,149476.5026,56941.5537,1207014.6530300002
2024-12-24T16:45:00+00:00,24,12,2024,2024-12-24,16:45,1046787.301654,301523.1132,140431.2606,32806.8675,1521548.5429539997
2024-12-25T07:30:00+00:00,25,12,2024,2024-12-25,07:30,612252.753842,236390.4835,137246.9118,31853.2763,1017743.425442
2024-12-25T12:45:00+00:00,25,12,2024,2024-12-25,12:45,1004422.216264,197415.379,126962.1874,31765.1034,1360564.886064
2024-12-25T21:00:00+00:00,25,12,2024,2024-12-25,21:00,1083577.774171,250343.3656,139497.3472,31451.0351,1504869.522071
2024-12-31T04:45:00+00:00,31,12,2024,2024-12-31,04:45,651093.732434,271861.8735,144381.6717,36985.2654,1104322.5430339999
2025-01-02T15:45:00+00:00,02,01,2025,2025-01-02,15:45,1039663.033395,521483.8155,166454.6362,66475.7054,1794077.1904950002
2025-01-04T03:15:00+00:00,04,01,2025,2025-01-04,03:15,669342.572376,307225.8057,171596.7702,86092.7771,1234257.925376
2025-01-05T12:15:00+00:00,05,01,2025,2025-01-05,12:15,1171748.283784,318490.4163,167229.7676,92879.0492,1750347.5168839998
2025-01-06T04:15:00+00:00,06,01,2025,2025-01-06,04:15,578120.753124,291387.2753,177073.16,90422.8457,1137004.034124
2025-01-07T04:45:00+00:00,07,01,2025,2025-01-07,04:45,604688.384481,378222.7243,195576.7289,83785.9296,1262273.767281
2025-01-07T13:30:00+00:00,07,01,2025,2025-01-07,13:30,1082419.929793,633343.2257,199387.9707,96901.2075,2012052.333693
2025-01-08T09:00:00+00:00,08,01,2025,2025-01-08,09:00,966824.856774,691316.6431,201478.5361,94818.6431,1954438.6790739999
2025-01-11T02:30:00+00:00,11,01,2025,2025-01-11,02:30,632505.316121,363173.4299,197311.9156,73210.9938,1266201.655421
2025-01-11T06:15:00+00:00,11,01,2025,2025-01-11,06:15,578780.292988,351707.8314,194994.3387,68686.5563,1194169.019388
2025-01-12T02:00:00+00:00,12,01,2025,2025-01-12,02:00,632832.352811,277129.1217,177504.5011,65499.3983,1152965.3739109999
2025-01-12T16:15:00+00:00,12,01,2025,2025-01-12,16:15,760634.436256,299956.6183,177719.9098,93492.0131,1331802.9774560002
2025-01-14T11:45:00+00:00,14,01,2025,2025-01-14,11:45,966351.162295,605237.2066,181872.328,79106.1415,1832566.838395
2025-01-14T16:15:00+00:00,14,01,2025,2025-01-14,16:15,913125.712512,667786.3177,201777.4404,85073.0044,1867762.475012
2025-01-15T00:00:00+00:00,15,01,2025,2025-01-15,00:00,927038.597546,432625.5268,198398.4855,61361.4867,1619424.096546
2025-01-16T14:45:00+00:00,16,01,2025,2025-01-16,14:45,934516.311459,612039.0412,206601.879,81191.5618,1834348.793459
2025-01-23T05:45:00+00:00,23,01,2025,2025-01-23,05:45,589173.534179,415478.5675,215016.7397,67515.6062,1287184.447579
2025-01-25T12:30:00+00:00,25,01,2025,2025-01-25,12:30,966206.032216,331468.1759,186332.9896,75353.7785,1559360.976216
2025-01-26T20:30:00+00:00,26,01,2025,2025-01-26,20:30,1266225.698078,338287.2093,196883.458,67637.9049,1869034.270278
2025-01-27T03:45:00+00:00,27,01,2025,2025-01-27,03:45,584204.037807,310486.6903,202595.4956,84963.0946,1182249.318307
2025-01-27T15:15:00+00:00,27,01,2025,2025-01-27,15:15,968558.404571,653533.4406,210901.8204,95799.988,1928793.6535709999
2025-01-28T20:30:00+00:00,28,01,2025,2025-01-28,20:30,1383318.31936,538226.617,211924.6579,70836.5088,2204306.10306
2025-01-29T14:45:00+00:00,29,01,2025,2025-01-29,14:45,1013959.939226,636736.2955,205044.8943,93419.5155,1949160.6445260001
2025-01-30T14:00:00+00:00,30,01,2025,2025-01-30,14:00,926846.557103,559184.6351,200178.1296,81945.0945,1768154.416303
2025-02-01T02:30:00+00:00,01,02,2025,2025-02-01,02:30,686125.050513,363885.8993,216609.4474,76560.6514,1343181.048613
2025-02-01T16:15:00+00:00,01,02,2025,2025-02-01,16:15,995386.21442,364588.8966,204125.2255,89413.2117,1653513.54822
2025-02-03T21:00:00+00:00,03,02,2025,2025-02-03,21:00,1352108.047361,519804.3343,223368.5839,47072.6016,2142353.567161
2025-02-03T21:45:00+00:00,03,02,2025,2025-02-03,21:45,1278761.008092,500820.9148,226829.2406,46654.9586,2053066.122092
2025-02-04T07:15:00+00:00,04,02,2025,2025-02-04,07:15,796509.933863,513103.5482,229047.9903,49448.3599,1588109.832263
2025-02-04T08:00:00+00:00,04,02,2025,2025-02-04,08:00,886318.881603,570707.8499,222531.3431,44949.1069,1724507.181503
2025-02-05T22:00:00+00:00,05,02,2025,2025-02-05,22:00,1261717.833309,499892.5192,225464.7729,47996.685,2035071.810409
2025-02-06T20:15:00+00:00,06,02,2025,2025-02-06,20:15,1423980.366237,539958.4395,216920.0935,64524.383,2245383.282237
2025-02-07T04:00:00+00:00,07,02,2025,2025-02-07,04:00,628780.945833,392011.2975,207021.4859,90538.9987,1318352.7279329998
2025-02-08T16:45:00+00:00,08,02,2025,2025-02-08,16:45,942779.578227,364852.3583,201570.1167,86372.4288,1595574.4820269998
2025-02-12T23:30:00+00:00,12,02,2025,2025-02-12,23:30,931162.627998,446625.122,225360.3211,69547.5955,1672695.666598
2025-02-13T11:30:00+00:00,13,02,2025,2025-02-13,11:30,935265.959621,626259.7212,207712.1379,94352.3854,1863590.2041210001
2025-02-16T13:00:00+00:00,16,02,2025,2025-02-16,13:00,996718.984245,280497.1702,192149.9766,96551.8556,1565917.9866449998
2025-02-17T06:45:00+00:00,17,02,2025,2025-02-17,06:45,658534.982796,421495.3647,221773.3424,65485.1629,1367288.852796
2025-02-17T11:15:00+00:00,17,02,2025,2025-02-17,11:15,935847.87894,605676.8895,203953.0722,85305.0458,1830782.88644
2025-02-18T10:15:00+00:00,18,02,2025,2025-02-18,10:15,949023.584314,672054.8844,216765.9491,95454.8945,1933299.312314
2025-02-22T02:00:00+00:00,22,02,2025,2025-02-22,02:00,649458.240377,369134.7178,202067.8621,77305.5143,1297966.3345769998
2025-02-24T03:00:00+00:00,24,02,2025,2025-02-24,03:00,564952.10026,309602.297,207074.1604,92540.5113,1174169.0689599998
2025-02-24T05:00:00+00:00,24,02,2025,2025-02-24,05:00,549555.161461,315712.7655,205499.6568,100040.3444,1170807.9281610001
2025-02-25T01:15:00+00:00,25,02,2025,2025-02-25,01:15,659412.047049,408122.454,212238.5017,71625.9783,1351398.981049
2025-02-25T02:45:00+00:00,25,02,2025,2025-02-25,02:45,580854.89074,395699.1869,208475.2987,84978.9875,1270008.36384
2025-02-25T09:30:00+00:00,25,02,2025,2025-02-25,09:30,884455.234488,653713.4506,217371.084,83029.6104,1838569.3794880002
2025-02-26T06:45:00+00:00,26,02,2025,2025-02-26,06:45,661908.026722,471140.3867,210085.5205,66783.8147,1409917.748622
2025-02-26T10:15:00+00:00,26,02,2025,2025-02-26,10:15,853182.736893,573501.0647,197013.4315,82419.5061,1706116.739193
2025-02-26T18:45:00+00:00,26,02,2025,2025-02-26,18:45,1081788.547115,577925.0299,229223.2668,50440.378,1939377.221815
2025-02-27T16:15:00+00:00,27,02,2025,2025-02-27,16:15,970977.89913,670465.985,219858.5149,73180.4644,1934482.8634300001
2023-01-01T22:15:00+00:00,01,01,2023,2023-01-01,22:15,934966.149023,234136.3805,140936.7507,28769.2315,1338808.511723
2023-01-02T12:30:00+00:00,02,01,2023,2023-01-02,12:30,931941.896037,459171.1502,156169.5423,46683.165,1593965.7535370002
2023-01-03T12:45:00+00:00,03,01,2023,2023-01-03,12:45,926626.792231,527916.3406,183103.3727,78441.4873,1716087.992831
2023-01-03T15:30:00+00:00,03,01,2023,2023-01-03,15:30,853390.794825,609471.312,190925.5341,63209.5923,1716997.233225
2023-01-04T05:45:00+00:00,04,01,2023,2023-01-04,05:45,594574.80386,378070.22,185437.9885,84820.2462,1242903.25856
2023-01-05T17:00:00+00:00,05,01,2023,2023-01-05,17:00,912653.914085,637753.4144,195295.1483,41362.2659,1787064.742685
2023-01-06T15:15:00+00:00,06,01,2023,2023-01-06,15:15,942007.728519,628897.3191,198805.118,42779.8223,1812489.987919
2023-01-07T04:30:00+00:00,07,01,2023,2023-01-07,04:30,614312.712182,331651.2361,186958.4988,80341.306,1213263.7530820002
2023-01-09T07:00:00+00:00,09,01,2023,2023-01-09,07:00,650180.237936,403563.0261,186784.9899,94851.2411,1335379.495036
2023-01-09T12:30:00+00:00,09,01,2023,2023-01-09,12:30,934521.51785,577190.0099,174539.9841,74042.0001,1760293.51195
2023-01-10T16:45:00+00:00,10,01,2023,2023-01-10,16:45,928164.788746,665522.5909,184662.6965,44906.1566,1823256.2327460002
2023-01-10T23:15:00+00:00,10,01,2023,2023-01-10,23:15,910129.421806,428000.8893,186037.8795,87671.0441,1611839.2347060002
2023-01-11T09:15:00+00:00,11,01,2023,2023-01-11,09:15,866962.833152,662348.5013,198196.275,88809.8986,1816317.5080519998
2023-01-13T01:30:00+00:00,13,01,2023,2023-01-13,01:30,658199.506246,394977.2363,195414.4894,82981.0214,1331572.253346
2023-01-14T09:00:00+00:00,14,01,2023,2023-01-14,09:00,771007.266182,380901.5975,182905.0415,80018.5997,1414832.504882
2023-01-16T18:00:00+00:00,16,01,2023,2023-01-16,18:00,1124468.487696,599682.2335,215142.9805,47703.2988,1986997.000496
2023-01-17T06:30:00+00:00,17,01,2023,2023-01-17,06:30,643212.158809,433971.1706,204381.6484,87423.7672,1368988.745009
2023-01-17T10:30:00+00:00,17,01,2023,2023-01-17,10:30,976181.954425,673409.5687,191381.2998,86659.1851,1927632.0080249999
2023-01-18T15:00:00+00:00,18,01,2023,2023-01-18,15:00,985611.984946,654719.6454,208875.9433,88166.9357,1937374.5093460002
2023-01-19T09:45:00+00:00,19,01,2023,2023-01-19,09:45,1018133.5572,695031.2332,211328.827,96123.1336,2020616.7510000002
2023-01-19T20:45:00+00:00,19,01,2023,2023-01-19,20:45,1414006.416664,507354.9286,208427.7504,42079.632,2171868.727664
2023-01-20T10:45:00+00:00,20,01,2023,2023-01-20,10:45,993045.648685,662436.1278,206734.0107,86441.4484,1948657.235585
2023-01-20T11:00:00+00:00,20,01,2023,2023-01-20,11:00,998701.65659,661527.9381,204050.4842,88051.6867,1952331.7655900002
2023-01-21T03:00:00+00:00,21,01,2023,2023-01-21,03:00,625452.531655,341493.2714,192676.7594,79713.6871,1239336.249555
2023-01-21T12:30:00+00:00,21,01,2023,2023-01-21,12:30,963061.570877,340956.3588,179725.8808,88026.9522,1571770.762677
2023-01-21T14:45:00+00:00,21,01,2023,2023-01-21,14:45,875493.605541,327296.6591,185772.1465,88320.3263,1476882.737441
2023-01-23T00:30:00+00:00,23,01,2023,2023-01-23,00:30,772974.31762,299965.2009,193055.77,85925.4463,1351920.73482
2023-01-25T06:30:00+00:00,25,01,2023,2023-01-25,06:30,713435.395244,448381.2222,195055.7426,82388.6386,1439260.998644
2023-01-26T04:15:00+00:00,26,01,2023,2023-01-26,04:15,648420.223895,388125.6087,193900.5095,67651.3976,1298097.739695
2023-01-26T21:45:00+00:00,26,01,2023,2023-01-26,21:45,1387862.51057,487714.8463,206094.4027,48385.4978,2130057.25737
2023-01-27T08:15:00+00:00,27,01,2023,2023-01-27,08:15,948742.450948,615009.0556,213092.8766,86668.376,1863512.759148
2023-01-28T22:30:00+00:00,28,01,2023,2023-01-28,22:30,1212265.97627,314164.2735,182915.3491,61213.4176,1770559.0164700001
2023-01-29T10:00:00+00:00,29,01,2023,2023-01-29,10:00,907455.514669,287274.6318,178246.0786,83218.7861,1456195.0111689998
2023-01-30T07:30:00+00:00,30,01,2023,2023-01-30,07:30,841644.359681,467955.7455,208291.7205,83017.4097,1600909.235381
2023-01-30T16:30:00+00:00,30,01,2023,2023-01-30,16:30,973621.999392,647118.635,201296.9848,48658.3772,1870695.996392
2023-02-02T06:00:00+00:00,02,02,2023,2023-02-02,06:00,668904.275107,409148.5042,202447.6738,76456.5525,1356957.005607
2023-02-03T01:15:00+00:00,03,02,2023,2023-02-03,01:15,765951.930629,402119.4812,195939.7707,71748.304,1435759.4865289999
2023-02-06T08:45:00+00:00,06,02,2023,2023-02-06,08:45,906014.300787,625336.499,208969.5721,72821.889,1813142.2608869998
2023-02-10T10:30:00+00:00,10,02,2023,2023-02-10,10:30,954034.305767,627904.3156,198306.944,48747.6908,1828993.256167
2023-02-16T04:15:00+00:00,16,02,2023,2023-02-16,04:15,549026.753207,382003.6771,203722.7666,50830.5511,1185583.748007
2023-02-17T01:30:00+00:00,17,02,2023,2023-02-17,01:30,621711.035945,394492.5901,212556.732,57824.3882,1286584.746245
2023-02-17T10:00:00+00:00,17,02,2023,2023-02-17,10:00,847424.350519,617182.545,208341.919,61397.6833,1734346.497819
2023-02-18T20:30:00+00:00,18,02,2023,2023-02-18,20:30,1097658.185903,337551.3804,196128.8044,83176.1253,1714514.4960029998
2023-02-21T23:45:00+00:00,21,02,2023,2023-02-21,23:45,742149.121615,315790.8962,193368.5489,78032.9273,1329341.494015
2023-02-22T10:00:00+00:00,22,02,2023,2023-02-22,10:00,855142.356819,634452.9047,199018.4793,72065.7662,1760679.507019
2023-02-22T16:30:00+00:00,22,02,2023,2023-02-22,16:30,820454.697341,627882.7392,199944.4631,56023.8478,1704305.747441
2023-02-24T06:30:00+00:00,24,02,2023,2023-02-24,06:30,635886.827832,439381.7851,213865.1921,90514.9573,1379648.7623319998
2023-02-27T16:15:00+00:00,27,02,2023,2023-02-27,16:15,872869.750804,618477.3583,206828.0796,75824.0707,1773999.2594040001
2023-02-28T10:00:00+00:00,28,02,2023,2023-02-28,10:00,949307.642063,643040.5996,196104.8719,63680.3737,1852133.487263
2023-02-28T12:30:00+00:00,28,02,2023,2023-02-28,12:30,951784.505872,559347.9292,193907.5529,63101.5036,1768141.491572
2023-03-03T12:15:00+00:00,03,03,2023,2023-03-03,12:15,959389.345656,558526.4015,197229.3494,79362.8986,1794507.995156
2023-03-05T12:00:00+00:00,05,03,2023,2023-03-05,12:00,1061175.497059,305779.2216,189549.607,79095.9319,1635600.257559
2023-03-08T01:30:00+00:00,08,03,2023,2023-03-08,01:30,640385.332482,397463.8187,196167.5219,84823.8215,1318840.4945820002
2023-03-09T12:45:00+00:00,09,03,2023,2023-03-09,12:45,920132.981119,569037.343,191871.3812,84906.5565,1765948.261819
2023-03-13T01:30:00+00:00,13,03,2023,2023-03-13,01:30,549541.349683,297954.497,185764.435,85088.9618,1118349.243483
2023-03-13T05:45:00+00:00,13,03,2023,2023-03-13,05:45,506399.222137,325938.4374,185197.2343,92907.1091,1110442.002937
2023-03-13T21:00:00+00:00,13,03,2023,2023-03-13,21:00,1049869.683413,488706.7637,193133.7851,41472.7548,1773182.987013
2023-03-14T06:15:00+00:00,14,03,2023,2023-03-14,06:15,535597.300385,420469.7083,191112.09,74668.6483,1221847.746985
2023-03-14T20:45:00+00:00,14,03,2023,2023-03-14,20:45,1057134.876698,495476.4761,211572.106,53906.7835,1818090.2422979998
2023-03-15T06:45:00+00:00,15,03,2023,2023-03-15,06:45,543245.740719,446940.6673,217791.9593,62011.6265,1269989.993819
2023-03-16T04:30:00+00:00,16,03,2023,2023-03-16,04:30,488917.74296,380993.701,201492.8118,83506.5014,1154910.75716
2023-03-21T01:00:00+00:00,21,03,2023,2023-03-21,01:00,571895.431377,395575.4752,211790.6607,59265.6761,1238527.2433769999
2023-03-22T00:00:00+00:00,22,03,2023,2023-03-22,00:00,664433.445003,411758.5844,210763.5585,71148.9197,1358104.507603
2023-03-22T01:00:00+00:00,22,03,2023,2023-03-22,01:00,576668.161689,401358.8286,215016.5726,68498.4356,1261541.998489
2023-03-22T04:15:00+00:00,22,03,2023,2023-03-22,04:15,483725.765716,379172.5804,206432.0311,62025.6221,1131355.999316
2023-03-22T20:00:00+00:00,22,03,2023,2023-03-22,20:00,1085000.861046,519530.4529,215955.5899,62445.0977,1882932.001546
2023-03-22T23:45:00+00:00,22,03,2023,2023-03-22,23:45,691565.894545,417357.6759,204127.4524,69922.9867,1382974.009545
2023-03-23T02:45:00+00:00,23,03,2023,2023-03-23,02:45,507396.773331,385757.5505,201314.7073,68062.9719,1162532.003031
2023-03-25T02:15:00+00:00,25,03,2023,2023-03-25,02:15,540925.398057,352069.4383,207787.2878,63688.1287,1164470.252857
2023-03-25T22:15:00+00:00,25,03,2023,2023-03-25,22:15,833344.756358,307746.1326,201248.9923,64924.6196,1407264.5008580002
2023-03-25T23:30:00+00:00,25,03,2023,2023-03-25,23:30,714929.157999,289276.5612,197718.2726,78719.0069,1280642.9986989999
2023-03-26T00:00:00+00:00,26,03,2023,2023-03-26,00:00,671868.339396,280984.7183,199703.4493,76696.7428,1229253.2497959998
2023-03-28T00:30:00+00:00,28,03,2023,2023-03-28,01:30,530609.244377,392237.9529,216264.729,94948.3242,1234060.250477
2023-03-29T18:45:00+00:00,29,03,2023,2023-03-29,19:45,863593.086181,520525.1143,225594.3732,48844.9381,1658557.5117809998
2023-04-01T19:45:00+00:00,01,04,2023,2023-04-01,20:45,928212.348852,336683.9503,208381.5144,88894.6988,1562172.5123519998
2023-04-02T06:15:00+00:00,02,04,2023,2023-04-02,07:15,461205.818769,283360.5656,198050.8776,71634.4915,1014251.753469
2023-04-02T12:15:00+00:00,02,04,2023,2023-04-02,13:15,698497.714514,263012.2886,188308.2204,67522.0303,1217340.253814
2023-04-03T03:45:00+00:00,03,04,2023,2023-04-03,04:45,451766.29422,303124.9614,203783.5308,85938.7147,1044613.50112
2023-04-06T16:15:00+00:00,06,04,2023,2023-04-06,17:15,648054.091296,522400.2038,206110.4744,73576.2317,1450141.0011960003
2023-04-07T10:00:00+00:00,07,04,2023,2023-04-07,11:00,669168.70604,320072.629,178709.1826,83688.9913,1251639.50894
2023-04-08T01:00:00+00:00,08,04,2023,2023-04-08,02:00,497595.926143,278882.5893,184932.305,63199.6876,1024610.5080429999
2023-04-10T06:30:00+00:00,10,04,2023,2023-04-10,07:30,481117.917806,348823.1153,187919.5682,68503.4055,1086364.006806
2023-04-10T23:45:00+00:00,11,04,2023,2023-04-11,00:45,544438.833174,347573.1917,192951.7598,90369.7131,1175333.497774
2023-04-11T02:00:00+00:00,11,04,2023,2023-04-11,03:00,455241.362457,334969.9724,186358.784,79013.378,1055583.496857
2023-04-11T17:15:00+00:00,11,04,2023,2023-04-11,18:15,659974.372622,513486.823,205560.6518,71854.9134,1450876.760822
2023-04-12T09:45:00+00:00,12,04,2023,2023-04-12,10:45,744470.779613,630360.2613,200023.447,92771.0022,1667625.490113
2023-04-13T07:15:00+00:00,13,04,2023,2023-04-13,08:15,623561.060037,563168.2929,212044.1802,86010.2251,1484783.7582369999
2023-04-16T01:30:00+00:00,16,04,2023,2023-04-16,02:30,494100.732094,273718.2888,197993.0848,88909.6476,1054721.753294
2023-04-16T06:30:00+00:00,16,04,2023,2023-04-16,07:30,443593.279621,279808.49,202458.0804,89600.147,1015459.9970209999
2023-04-19T03:15:00+00:00,19,04,2023,2023-04-19,04:15,440055.82531,387912.7268,214135.1184,86121.0742,1128224.74471
2023-04-20T06:30:00+00:00,20,04,2023,2023-04-20,07:30,547116.023933,491750.1915,217713.1921,66500.3477,1323079.7552330003
2023-04-21T19:15:00+00:00,21,04,2023,2023-04-21,20:15,861260.612747,487829.433,211327.0967,71305.8633,1631723.005747
2023-04-25T01:30:00+00:00,25,04,2023,2023-04-25,02:30,474988.982515,321252.386,188964.8142,58639.5699,1043845.752615
2023-04-26T07:45:00+00:00,26,04,2023,2023-04-26,08:45,651214.118726,584754.118,199565.2251,62499.0418,1498032.503626
2023-04-26T14:00:00+00:00,26,04,2023,2023-04-26,15:00,664765.206696,580082.0706,189961.8027,91194.431,1526003.5109960001
2023-04-27T08:45:00+00:00,27,04,2023,2023-04-27,09:45,680012.020197,600424.1754,192887.3096,68961.7531,1542285.258297
2023-04-27T14:00:00+00:00,27,04,2023,2023-04-27,15:00,670680.477399,597937.6312,193708.2951,65673.3556,1527999.7592989998
2023-05-04T15:15:00+00:00,04,05,2023,2023-05-04,16:15,643267.093115,599921.6166,201673.7111,63207.8201,1508070.2409149997
2023-05-06T05:15:00+00:00,06,05,2023,2023-05-06,06:15,443666.931048,357068.1578,196895.997,80915.1585,1078546.2443479998
2023-05-06T11:00:00+00:00,06,05,2023,2023-05-06,12:00,740968.468123,366763.362,187428.1333,63952.0372,1359112.000623
2023-05-07T23:15:00+00:00,08,05,2023,2023-05-08,00:15,567938.305331,309493.6389,201263.7794,89445.7778,1168141.5014310002
2023-05-10T13:00:00+00:00,10,05,2023,2023-05-10,14:00,652190.264169,544297.3125,189483.0172,100195.9128,1486166.5066690003
2023-05-12T13:15:00+00:00,12,05,2023,2023-05-12,14:15,649775.920063,536835.2837,192818.7462,98672.04,1478101.9899630002
2023-05-14T01:15:00+00:00,14,05,2023,2023-05-14,02:15,491124.006134,282087.1795,174313.4014,88080.1674,1035604.754434
2023-05-18T02:45:00+00:00,18,05,2023,2023-05-18,03:45,469078.254404,397804.784,202902.0051,85841.2036,1155626.2471039998
2023-05-19T12:30:00+00:00,19,05,2023,2023-05-19,13:30,654928.719158,509224.5334,203449.6298,83418.1221,1451021.004458
2023-05-20T20:15:00+00:00,20,05,2023,2023-05-20,21:15,818436.088553,342745.5961,181887.8989,84573.4304,1427643.0139529998
2023-05-20T22:30:00+00:00,20,05,2023,2023-05-20,23:30,666797.366673,308247.6906,183148.0364,84264.6445,1242457.738173
2023-05-24T09:00:00+00:00,24,05,2023,2023-05-24,10:00,657666.807674,597396.1085,203624.6099,66095.7311,1524783.2571740001
2023-05-24T11:15:00+00:00,24,05,2023,2023-05-24,12:15,708858.25271,564101.3171,196002.3373,58545.8396,1527507.74671
2023-05-25T02:45:00+00:00,25,05,2023,2023-05-25,03:45,451532.944948,400483.2623,206740.1421,75458.8967,1134215.246048
2023-05-26T16:00:00+00:00,26,05,2023,2023-05-26,17:00,677799.303126,579825.0594,219643.8932,51836.994,1529105.249726
2023-05-29T18:30:00+00:00,29,05,2023,2023-05-29,19:30,803685.638431,521712.4631,218227.4208,62392.7256,1606018.247931
2023-06-01T05:30:00+00:00,01,06,2023,2023-06-01,06:30,432832.049905,444657.6597,214711.0395,79301.2507,1171501.999805
2023-06-01T16:30:00+00:00,01,06,2023,2023-06-01,17:30,667830.825031,601545.1094,211918.5724,59668.9923,1540963.499131
2023-06-02T02:00:00+00:00,02,06,2023,2023-06-02,03:00,462753.922831,401970.5436,208588.7244,87801.8164,1161115.0072309999
2023-06-04T15:00:00+00:00,04,06,2023,2023-06-04,16:00,576772.396373,306099.5958,188172.3697,65144.3863,1136188.7481729998
2023-06-05T12:30:00+00:00,05,06,2023,2023-06-05,13:30,667843.983357,533299.9812,209122.3706,59279.6704,1469546.005557
2023-06-06T22:00:00+00:00,06,06,2023,2023-06-06,23:00,720427.116715,470902.9137,217448.7052,87950.7583,1496729.493915
2023-06-06T22:45:00+00:00,06,06,2023,2023-06-06,23:45,638302.033361,447276.1378,218002.9191,91879.6672,1395460.7574610002
2023-06-07T02:00:00+00:00,07,06,2023,2023-06-07,03:00,476770.082228,414445.9103,218219.9195,93620.5887,1203056.500728
2023-06-07T23:00:00+00:00,08,06,2023,2023-06-08,00:00,630760.912131,408205.35,193378.4041,79438.3329,1311782.999131
2023-06-08T15:15:00+00:00,08,06,2023,2023-06-08,16:15,629644.757776,363070.918,180016.5737,77225.2485,1249957.497976
2023-06-12T20:00:00+00:00,12,06,2023,2023-06-12,21:00,787600.289755,509420.2293,215652.8765,86727.6098,1599401.005355
2023-06-15T15:30:00+00:00,15,06,2023,2023-06-15,16:30,710917.85391,638033.3553,213354.6899,95528.1027,1657834.00181
2023-06-18T06:45:00+00:00,18,06,2023,2023-06-18,07:45,473263.664344,298022.661,195223.104,72059.324,1038568.7533440001
2023-06-20T09:30:00+00:00,20,06,2023,2023-06-20,10:30,695097.966484,624685.9026,200956.7483,61513.1343,1582253.7516840002
2023-06-20T14:15:00+00:00,20,06,2023,2023-06-20,15:15,679305.527251,614474.7801,203117.9491,66168.4877,1563066.7441510002
2023-06-22T15:00:00+00:00,22,06,2023,2023-06-22,16:00,682524.480383,617483.3206,205621.647,79556.2938,1585185.741783
2023-06-23T01:15:00+00:00,23,06,2023,2023-06-23,02:15,514067.938319,428883.1805,208756.4288,89378.4621,1241086.0097190002
2023-06-24T05:45:00+00:00,24,06,2023,2023-06-24,06:45,477541.660397,374387.5787,200535.8063,47868.9573,1100334.002697
2023-06-26T04:30:00+00:00,26,06,2023,2023-06-26,05:30,507899.35572,363490.0573,203366.6046,92162.2231,1166918.2407200001
2023-06-28T00:30:00+00:00,28,06,2023,2023-06-28,01:30,609170.535162,461242.9961,226305.879,91563.0975,1388282.507762
2023-06-28T08:45:00+00:00,28,06,2023,2023-06-28,09:45,747418.870379,666585.399,209881.9266,70020.0544,1693906.250379
2023-06-29T01:00:00+00:00,29,06,2023,2023-06-29,02:00,571962.312774,449595.885,215791.4415,66107.1043,1303456.743574
2023-06-29T20:30:00+00:00,29,06,2023,2023-06-29,21:30,869068.365081,545983.8073,231880.2597,87086.302,1734018.734081
2023-06-30T00:45:00+00:00,30,06,2023,2023-06-30,01:45,564029.235693,438792.0369,223071.2901,66933.1957,1292825.758393
2023-06-30T22:00:00+00:00,30,06,2023,2023-06-30,23:00,773360.865247,470153.1961,221107.742,66143.9337,1530765.737047
2023-07-04T09:30:00+00:00,04,07,2023,2023-07-04,10:30,727000.104991,630034.1286,211767.6311,69429.8867,1638231.7513909999
2023-07-04T16:30:00+00:00,04,07,2023,2023-07-04,17:30,725756.615987,603254.1655,218817.2438,91440.9841,1639269.0093870002
2023-07-05T18:15:00+00:00,05,07,2023,2023-07-05,19:15,815991.802729,573600.7233,224956.0945,61658.6336,1676207.2541290002
2023-07-06T12:00:00+00:00,06,07,2023,2023-07-06,13:00,747084.253338,560432.99,199276.0501,72725.6978,1579518.991238
2023-07-06T15:15:00+00:00,06,07,2023,2023-07-06,16:15,706684.807696,625201.8837,207814.267,59593.0515,1599294.009896
2023-07-08T06:30:00+00:00,08,07,2023,2023-07-08,07:30,509969.921573,401032.5355,205781.5035,86441.7851,1203225.7456729999
2023-07-09T10:45:00+00:00,09,07,2023,2023-07-09,11:45,666146.426695,314639.9571,187381.5699,73296.3073,1241464.2609950001
2023-07-09T15:15:00+00:00,09,07,2023,2023-07-09,16:15,567429.51721,324478.5261,188603.2585,93499.9385,1174011.24031
